account_id,payment_behavior,months_on_book,plan_tier,auto_debit,credit_score_band,bundled_services,complaint_calls,ebill_enrolled,segment,target
ACC0000417,10,55,-35,45,10,30,-50,30,YOUNG,0
ACC0000418,40,-10,-35,-40,-55,5,0,30,YOUNG,0
ACC0000419,-25,-45,50,-40,10,30,-50,30,YOUNG,1
ACC0000420,75,-45,50,45,35,-30,40,-20,MATURE,0
ACC0000421,75,-45,-35,-40,65,55,40,-20,MATURE,0
ACC0000422,40,25,15,45,10,5,40,-20,MATURE,0
ACC0000423,75,55,15,45,35,30,40,30,MATURE,0
ACC0000424,-25,25,50,45,10,30,0,-20,YOUNG,1
ACC0000425,10,-45,-35,-40,-20,5,40,-20,MATURE,0
ACC0000426,-25,-10,-35,-40,-20,-30,40,30,YOUNG,1
ACC0000427,40,-45,15,45,-20,30,40,30,MATURE,0
ACC0000428,-60,-10,15,45,35,5,40,30,YOUNG,0
ACC0000429,75,55,-35,45,10,5,40,-20,MATURE,0
ACC0000430,10,25,50,45,-20,55,40,30,MATURE,0
ACC0000431,-60,25,15,-40,35,5,-50,30,YOUNG,1
ACC0000432,75,55,15,-40,35,30,0,30,YOUNG,0
ACC0000433,75,-45,-35,45,-20,-30,40,30,YOUNG,1
ACC0000434,40,25,-35,-40,35,-30,-50,-20,YOUNG,1
ACC0000435,40,55,50,-40,10,30,0,30,MATURE,0
ACC0000436,40,25,50,-40,10,55,40,-20,MATURE,0
ACC0000437,10,-45,15,45,-55,-30,0,30,YOUNG,1
ACC0000438,-25,-10,-35,45,-20,-30,40,-20,YOUNG,1
ACC0000439,-60,55,-35,45,-20,-30,40,-20,MATURE,0
ACC0000440,40,-10,-35,-40,10,-30,-50,30,YOUNG,0
ACC0000441,-25,25,50,45,10,30,40,-20,MATURE,0
ACC0000442,-25,-45,50,-40,-55,30,40,30,YOUNG,1
ACC0000443,40,55,-35,-40,-20,5,40,-20,YOUNG,0
ACC0000444,-60,25,15,-40,-20,-30,-50,30,YOUNG,0
ACC0000445,40,55,-35,45,35,-30,-50,-20,MATURE,0
ACC0000446,75,55,50,-40,65,55,40,30,MATURE,0
ACC0000447,40,-10,-35,-40,35,-30,-50,30,YOUNG,1
ACC0000448,10,-45,15,-40,10,-30,40,30,YOUNG,0
ACC0000449,10,-45,-35,-40,65,55,-50,30,YOUNG,1
ACC0000450,75,-10,50,45,10,55,0,-20,MATURE,0
ACC0000451,40,25,-35,-40,35,-30,40,30,YOUNG,0
ACC0000452,40,25,15,45,-20,-30,0,30,MATURE,0
ACC0000453,75,-10,-35,45,10,-30,0,-20,YOUNG,1
ACC0000454,10,-45,-35,-40,10,55,40,-20,YOUNG,0
ACC0000455,40,-45,50,-40,-20,-30,-50,30,YOUNG,0
ACC0000456,-25,25,50,45,65,-30,40,30,MATURE,0
ACC0000457,40,-45,-35,45,35,-30,40,30,YOUNG,0
ACC0000458,-60,25,15,-40,10,5,-50,-20,YOUNG,0
ACC0000459,40,-45,50,45,-20,-30,40,30,YOUNG,0
ACC0000460,75,-45,-35,45,-20,30,40,30,YOUNG,1
ACC0000461,75,25,50,-40,10,55,0,30,YOUNG,0
ACC0000462,10,-45,50,45,-55,5,40,-20,YOUNG,0
ACC0000463,40,55,15,-40,35,-30,40,30,MATURE,0
ACC0000464,75,55,15,-40,65,55,-50,30,MATURE,0
ACC0000465,75,55,50,45,35,-30,-50,-20,MATURE,0
ACC0000466,40,25,-35,45,65,-30,0,-20,MATURE,0
ACC0000467,10,-45,-35,45,35,-30,-50,-20,YOUNG,0
ACC0000468,40,25,-35,-40,10,5,40,-20,MATURE,0
ACC0000469,-60,-10,15,-40,10,5,-50,30,YOUNG,0
ACC0000470,10,-45,15,45,65,30,0,-20,MATURE,0
ACC0000471,-60,55,-35,45,10,-30,0,30,YOUNG,0
ACC0000472,40,-45,15,-40,-55,30,-50,-20,YOUNG,1
ACC0000473,-60,-10,-35,-40,10,-30,-50,30,YOUNG,1
ACC0000474,-25,-10,-35,-40,-20,-30,40,30,YOUNG,0
ACC0000475,-25,-45,-35,-40,10,-30,40,-20,YOUNG,1
ACC0000476,75,-45,-35,-40,35,-30,0,30,YOUNG,0
ACC0000477,40,-45,50,-40,65,55,0,-20,YOUNG,0
ACC0000478,10,-10,15,45,10,-30,0,-20,MATURE,0
ACC0000479,10,55,15,45,10,55,40,-20,MATURE,0
ACC0000480,75,-10,50,-40,35,30,0,30,YOUNG,0
ACC0000481,40,55,50,45,-20,5,-50,-20,MATURE,0
ACC0000482,40,-10,-35,-40,-20,5,0,30,YOUNG,0
ACC0000483,-25,25,15,-40,10,5,0,30,MATURE,0
ACC0000484,10,-10,-35,-40,10,-30,0,30,YOUNG,0
ACC0000485,-25,-45,-35,-40,35,5,0,30,YOUNG,1
ACC0000486,10,-45,-35,-40,-20,-30,0,-20,YOUNG,0
ACC0000487,-25,55,-35,-40,10,30,-50,-20,YOUNG,1
ACC0000488,10,25,15,45,35,-30,0,30,YOUNG,0
ACC0000489,10,-10,15,-40,10,-30,0,30,YOUNG,0
ACC0000490,-60,-10,15,-40,10,55,-50,30,YOUNG,1
ACC0000491,75,55,50,45,35,5,0,30,MATURE,0
ACC0000492,-60,-10,15,45,65,-30,0,-20,YOUNG,1
ACC0000493,40,-45,-35,45,-20,5,40,30,YOUNG,0
ACC0000494,10,25,-35,45,-20,-30,0,30,YOUNG,0
ACC0000495,-25,-10,-35,45,35,-30,40,30,YOUNG,0
ACC0000496,75,25,15,45,10,5,40,-20,MATURE,0
ACC0000497,75,-45,-35,-40,10,-30,40,30,YOUNG,0
ACC0000498,75,-45,15,-40,-55,-30,0,30,YOUNG,1
ACC0000499,10,25,50,45,35,5,40,-20,MATURE,0
ACC0000500,-25,-10,15,45,35,5,0,30,YOUNG,0
ACC0000501,10,-10,-35,-40,-20,-30,40,30,YOUNG,1
ACC0000502,75,55,15,45,-20,55,-50,30,MATURE,0
ACC0000503,10,-45,15,45,65,55,0,30,MATURE,0
ACC0000504,-25,-45,-35,45,-20,-30,0,-20,YOUNG,1
ACC0000505,-25,-45,50,-40,65,30,-50,30,YOUNG,1
ACC0000506,75,55,-35,-40,10,30,40,30,MATURE,0
ACC0000507,75,-45,15,45,-20,55,0,30,YOUNG,0
ACC0000508,10,-10,15,45,-55,-30,-50,30,YOUNG,0
ACC0000509,40,-45,-35,-40,35,-30,40,30,YOUNG,0
ACC0000510,-25,-10,15,-40,-20,30,0,30,YOUNG,0
ACC0000511,40,25,-35,45,-20,-30,0,-20,MATURE,1
ACC0000512,40,25,15,-40,-20,5,0,-20,MATURE,0
ACC0000513,10,25,15,-40,-20,-30,40,-20,YOUNG,0
ACC0000514,-25,-10,15,45,65,-30,40,30,YOUNG,0
ACC0000515,40,55,-35,45,10,30,40,30,MATURE,0
ACC0000516,-25,-45,15,45,-20,-30,0,30,YOUNG,0
ACC0000517,40,-10,-35,45,-55,55,0,-20,MATURE,1
ACC0000518,40,25,50,45,-55,-30,0,30,YOUNG,0
ACC0000519,-60,-45,15,-40,10,-30,40,30,YOUNG,0
ACC0000520,-60,-45,-35,45,-55,5,-50,-20,YOUNG,1
ACC0000521,10,55,-35,-40,10,30,40,30,MATURE,0
ACC0000522,10,25,15,-40,65,55,40,30,MATURE,1
ACC0000523,75,55,15,45,-20,30,-50,30,MATURE,0
ACC0000524,40,25,-35,45,65,-30,40,30,YOUNG,0
ACC0000525,10,25,-35,45,65,-30,0,-20,MATURE,0
ACC0000526,40,-10,-35,45,35,55,0,-20,MATURE,0
ACC0000527,75,55,50,45,35,-30,-50,-20,MATURE,0
ACC0000528,40,25,15,-40,-55,5,-50,30,YOUNG,0
ACC0000529,-60,-45,50,-40,10,30,-50,30,YOUNG,0
ACC0000530,-60,-10,-35,-40,35,30,0,30,YOUNG,1
ACC0000531,10,25,50,45,65,-30,0,30,MATURE,0
ACC0000532,10,25,50,45,10,55,40,30,YOUNG,0
ACC0000533,40,-10,15,-40,-55,30,0,30,YOUNG,0
ACC0000534,40,55,-35,-40,-55,5,-50,-20,YOUNG,1
ACC0000535,10,-10,15,-40,-55,5,0,-20,YOUNG,0
ACC0000536,-60,-10,-35,-40,10,-30,0,-20,YOUNG,1
ACC0000537,40,55,50,-40,10,30,40,-20,MATURE,0
ACC0000538,75,25,15,-40,10,30,-50,30,YOUNG,0
ACC0000539,40,-10,15,-40,65,30,-50,-20,YOUNG,0
ACC0000540,-25,-10,15,45,65,-30,40,-20,MATURE,0
ACC0000541,10,25,15,-40,35,5,0,30,YOUNG,0
ACC0000542,75,25,-35,-40,-20,5,40,30,YOUNG,0
ACC0000543,-25,25,-35,-40,10,-30,0,30,YOUNG,1
ACC0000544,75,-10,-35,45,10,-30,0,-20,YOUNG,0
ACC0000545,75,25,-35,45,35,30,0,30,YOUNG,0
ACC0000546,40,25,-35,45,10,-30,0,30,YOUNG,0
ACC0000547,10,25,50,45,-20,-30,-50,30,YOUNG,1
ACC0000548,10,55,15,45,-20,5,0,30,MATURE,0
ACC0000549,40,55,50,-40,-20,-30,40,30,MATURE,0
ACC0000550,40,55,15,45,10,30,0,30,MATURE,0
ACC0000551,40,-45,15,-40,10,-30,-50,30,YOUNG,1
ACC0000552,40,-10,-35,45,10,-30,0,30,YOUNG,0
ACC0000553,40,-10,-35,45,10,55,40,30,MATURE,0
ACC0000554,75,-45,50,45,35,5,40,30,MATURE,0
ACC0000555,-25,-10,15,-40,10,-30,40,-20,YOUNG,0
ACC0000556,40,55,15,45,65,5,40,30,MATURE,0
ACC0000557,40,25,50,45,35,30,40,30,MATURE,0
ACC0000558,40,-10,50,45,10,55,0,30,YOUNG,0
ACC0000559,-60,55,50,45,10,5,-50,30,MATURE,1
ACC0000560,-25,-10,15,45,35,5,40,30,YOUNG,0
ACC0000561,-60,25,15,45,10,-30,0,-20,YOUNG,0
ACC0000562,40,-10,15,45,-20,-30,-50,-20,MATURE,0
ACC0000563,40,25,50,45,65,30,40,-20,MATURE,0
ACC0000564,40,-10,15,45,65,-30,40,30,YOUNG,0
ACC0000565,40,-45,15,45,-55,-30,40,30,YOUNG,1
ACC0000566,40,55,-35,-40,35,55,40,-20,YOUNG,0
ACC0000567,40,-45,15,-40,-20,30,40,30,YOUNG,0
ACC0000568,40,-10,15,-40,10,-30,-50,30,YOUNG,0
ACC0000569,75,25,-35,45,35,30,-50,-20,MATURE,0
ACC0000570,40,-10,-35,45,-55,55,-50,30,YOUNG,0
ACC0000571,10,-10,-35,45,-55,-30,40,30,YOUNG,0
ACC0000572,10,-10,-35,45,-20,5,-50,30,YOUNG,0
ACC0000573,-60,-10,-35,45,10,-30,0,30,YOUNG,1
ACC0000574,-60,-10,-35,45,35,-30,0,30,YOUNG,0
ACC0000575,40,-10,15,-40,35,55,-50,30,YOUNG,0
ACC0000576,40,-10,-35,45,10,-30,40,30,YOUNG,0
ACC0000577,40,-45,15,45,-20,-30,40,30,YOUNG,0
ACC0000578,10,25,15,-40,35,30,40,30,MATURE,0
ACC0000579,40,55,15,45,65,55,40,-20,MATURE,0
ACC0000580,40,55,15,45,35,-30,40,-20,MATURE,0
ACC0000581,75,-45,-35,-40,35,30,0,30,MATURE,0
ACC0000582,40,55,15,45,35,55,40,30,YOUNG,0
ACC0000583,75,25,15,45,10,-30,40,30,YOUNG,0
ACC0000584,40,-45,-35,-40,10,-30,-50,-20,YOUNG,0
ACC0000585,-25,-45,-35,45,10,30,-50,30,MATURE,0
ACC0000586,10,-45,-35,45,-55,-30,40,30,YOUNG,0
ACC0000587,40,-10,15,-40,-20,-30,0,30,YOUNG,1
ACC0000588,40,-45,-35,45,10,30,40,30,YOUNG,0
ACC0000589,40,-10,-35,-40,35,30,-50,30,YOUNG,0
ACC0000590,-25,25,15,45,35,-30,-50,-20,YOUNG,0
ACC0000591,75,25,15,-40,10,-30,-50,30,YOUNG,0
ACC0000592,10,25,15,-40,35,5,40,-20,MATURE,0
ACC0000593,40,-10,15,-40,10,5,40,30,MATURE,0
ACC0000594,10,-45,50,-40,-20,-30,40,30,YOUNG,0
ACC0000595,10,-45,-35,45,35,-30,0,30,YOUNG,0
ACC0000596,-60,-45,-35,-40,35,30,40,-20,YOUNG,1
ACC0000597,75,-10,50,45,35,-30,40,-20,MATURE,0
ACC0000598,10,-45,15,45,-55,5,40,30,YOUNG,1
ACC0000599,10,-45,-35,-40,35,5,0,-20,YOUNG,0
ACC0000600,75,-45,15,45,10,30,40,30,YOUNG,0
ACC0000601,40,25,-35,45,10,-30,40,30,MATURE,0
ACC0000602,75,-10,15,45,35,30,0,30,MATURE,0
ACC0000603,40,55,-35,45,-20,55,0,30,YOUNG,0
ACC0000604,75,-45,-35,45,-55,5,0,30,YOUNG,1
ACC0000605,-60,-10,15,45,65,30,40,-20,MATURE,0
ACC0000606,-25,55,15,45,35,30,0,30,MATURE,0
ACC0000607,10,-45,15,45,-55,30,-50,-20,MATURE,1
ACC0000608,40,25,15,45,35,-30,0,30,YOUNG,0
ACC0000609,10,-45,-35,45,35,5,40,30,YOUNG,1
ACC0000610,-25,-10,-35,-40,-55,5,0,30,YOUNG,0
ACC0000611,40,-45,15,45,10,-30,0,30,YOUNG,0
ACC0000612,10,-10,50,-40,10,5,0,30,YOUNG,0
ACC0000613,-25,25,50,45,-20,-30,40,30,YOUNG,0
ACC0000614,40,55,50,45,35,30,40,-20,MATURE,0
ACC0000615,10,-10,50,45,10,-30,40,30,MATURE,0
ACC0000616,10,55,15,-40,-20,-30,-50,30,YOUNG,0
ACC0000617,40,55,15,-40,35,5,0,-20,MATURE,0
ACC0000618,10,-45,15,45,-20,-30,0,-20,YOUNG,0
ACC0000619,-60,-10,15,-40,10,-30,40,-20,YOUNG,0
ACC0000620,10,-10,50,45,10,30,40,30,MATURE,0
ACC0000621,75,-45,15,45,35,30,-50,30,MATURE,0
ACC0000622,40,55,50,45,-20,55,0,-20,MATURE,0
ACC0000623,10,-45,15,-40,-20,30,0,30,YOUNG,1
ACC0000624,10,25,15,-40,65,5,40,-20,MATURE,0
ACC0000625,10,-10,15,-40,10,5,0,30,YOUNG,0
ACC0000626,40,-45,-35,45,10,55,0,30,MATURE,0
ACC0000627,75,25,15,45,10,-30,40,-20,YOUNG,0
ACC0000628,40,-45,-35,-40,-20,30,-50,30,YOUNG,1
ACC0000629,10,25,50,45,35,55,0,-20,MATURE,0
ACC0000630,-25,25,50,45,10,-30,40,30,YOUNG,0
ACC0000631,-25,-45,-35,-40,35,-30,0,30,YOUNG,1
ACC0000632,10,-10,15,-40,35,5,0,30,YOUNG,1
ACC0000633,40,-45,-35,-40,-55,30,-50,30,YOUNG,1
ACC0000634,-60,-10,-35,-40,35,-30,0,-20,YOUNG,0
ACC0000635,10,55,-35,-40,10,30,0,30,YOUNG,0
ACC0000636,10,-10,50,-40,35,-30,-50,30,MATURE,0
ACC0000637,40,-10,-35,45,-20,-30,0,-20,YOUNG,0
ACC0000638,75,-45,15,-40,10,30,40,-20,YOUNG,0
ACC0000639,40,-10,50,45,10,30,40,30,YOUNG,1
ACC0000640,10,-45,-35,45,-20,5,40,30,MATURE,0
ACC0000641,-60,-45,50,-40,-20,5,40,30,YOUNG,0
ACC0000642,75,-10,-35,45,-20,5,-50,30,YOUNG,0
ACC0000643,40,-10,50,45,65,-30,0,30,YOUNG,0
ACC0000644,-25,55,15,-40,35,30,-50,30,YOUNG,0
ACC0000645,-25,-10,15,-40,35,30,0,30,MATURE,0
ACC0000646,75,25,50,-40,10,30,-50,30,YOUNG,0
ACC0000647,75,-45,50,45,-20,30,40,-20,YOUNG,0
ACC0000648,40,-45,-35,45,65,-30,40,30,MATURE,0
ACC0000649,75,-10,-35,45,35,5,0,-20,YOUNG,0
ACC0000650,10,25,15,45,35,-30,0,-20,MATURE,0
ACC0000651,40,-45,-35,-40,35,-30,40,30,YOUNG,1
ACC0000652,-25,-45,15,45,35,55,0,30,MATURE,0
ACC0000653,10,-45,15,-40,-20,30,0,-20,YOUNG,0
ACC0000654,40,25,15,-40,35,5,40,-20,MATURE,1
ACC0000655,75,-45,15,-40,10,5,-50,-20,YOUNG,1
ACC0000656,75,55,-35,45,65,55,-50,-20,MATURE,0
ACC0000657,-60,-10,-35,-40,10,30,40,30,YOUNG,1
ACC0000658,40,-10,15,45,10,5,0,30,YOUNG,0
ACC0000659,75,55,-35,-40,-55,55,-50,30,YOUNG,0
ACC0000660,40,-10,50,45,10,30,0,30,YOUNG,0
ACC0000661,10,-10,15,45,10,5,-50,30,YOUNG,0
ACC0000662,40,-45,-35,45,35,-30,40,30,YOUNG,1
ACC0000663,10,-45,15,-40,35,-30,40,30,YOUNG,1
ACC0000664,10,-10,-35,-40,35,5,40,-20,MATURE,1
ACC0000665,40,-45,50,-40,35,5,0,30,YOUNG,0
ACC0000666,-25,25,15,45,35,55,0,30,MATURE,0
ACC0000667,40,55,50,45,10,30,0,30,MATURE,0
ACC0000668,-25,25,15,45,10,30,40,-20,MATURE,0
ACC0000669,-60,-10,15,45,-55,-30,40,-20,YOUNG,1
ACC0000670,40,-45,50,45,-20,-30,40,30,YOUNG,0
ACC0000671,75,-45,15,45,35,5,40,30,MATURE,0
ACC0000672,75,-45,15,45,-55,5,0,30,YOUNG,1
ACC0000673,75,55,50,45,65,5,0,-20,MATURE,0
ACC0000674,75,-10,15,45,35,5,0,30,YOUNG,0
ACC0000675,75,25,50,-40,-55,30,40,30,MATURE,0
ACC0000676,40,-10,-35,45,10,-30,0,30,YOUNG,0
ACC0000677,10,-45,-35,-40,35,-30,0,-20,YOUNG,1
ACC0000678,75,-45,-35,-40,35,5,40,30,YOUNG,0
ACC0000679,75,25,15,45,-55,-30,40,-20,YOUNG,0
ACC0000680,40,25,15,45,65,5,40,30,MATURE,0
ACC0000681,-60,-45,50,45,-20,-30,40,30,YOUNG,0
ACC0000682,40,-45,-35,-40,10,30,40,30,YOUNG,0
ACC0000683,40,25,15,45,35,-30,40,-20,MATURE,0
ACC0000684,-60,-45,15,45,-20,30,40,30,YOUNG,1
ACC0000685,-25,25,15,-40,65,30,0,30,YOUNG,0
ACC0000686,40,55,50,45,35,-30,0,-20,MATURE,0
ACC0000687,10,25,15,45,35,-30,40,-20,MATURE,0
ACC0000688,40,25,15,45,10,5,40,30,MATURE,0
ACC0000689,75,-10,50,-40,10,55,-50,30,YOUNG,0
ACC0000690,40,25,50,-40,35,30,0,30,MATURE,0
ACC0000691,40,-10,15,-40,35,30,0,30,MATURE,0
ACC0000692,40,-45,-35,45,65,-30,-50,30,YOUNG,1
ACC0000693,10,25,-35,45,10,-30,0,30,YOUNG,0
ACC0000694,10,-10,15,-40,35,5,-50,30,YOUNG,0
ACC0000695,40,-10,50,-40,35,30,0,30,MATURE,0
ACC0000696,-25,-45,15,45,10,-30,0,30,YOUNG,0
ACC0000697,40,-10,15,-40,65,5,40,-20,YOUNG,0
ACC0000698,40,-10,15,45,-55,-30,40,30,YOUNG,0
ACC0000699,75,55,50,-40,10,5,40,-20,MATURE,0
ACC0000700,75,-10,-35,-40,65,-30,-50,30,YOUNG,1
ACC0000701,75,55,-35,-40,35,5,0,30,MATURE,0
ACC0000702,40,25,-35,-40,10,-30,0,-20,MATURE,0
ACC0000703,-25,-10,50,45,35,-30,40,30,MATURE,0
ACC0000704,10,-45,15,-40,-55,-30,0,30,YOUNG,0
ACC0000705,40,55,15,45,10,5,0,-20,MATURE,0
ACC0000706,40,-45,-35,45,65,30,0,30,YOUNG,0
ACC0000707,-60,-45,15,-40,10,-30,0,-20,YOUNG,0
ACC0000708,10,-45,-35,45,35,5,0,-20,YOUNG,1
ACC0000709,10,-45,15,-40,-20,30,-50,30,YOUNG,1
ACC0000710,40,-10,-35,-40,-20,30,0,-20,YOUNG,1
ACC0000711,10,-10,15,45,35,5,0,30,YOUNG,0
ACC0000712,-60,-45,-35,45,-20,-30,-50,30,YOUNG,1
ACC0000713,40,-45,15,-40,65,-30,40,-20,YOUNG,0
ACC0000714,75,25,15,45,65,55,40,-20,MATURE,0
ACC0000715,75,55,-35,45,-55,-30,0,30,YOUNG,0
ACC0000716,40,25,50,-40,35,5,-50,30,YOUNG,0
ACC0000717,10,-10,50,45,65,30,40,30,MATURE,0
ACC0000718,10,-45,15,-40,35,-30,40,30,YOUNG,0
ACC0000719,40,-45,50,-40,-20,5,40,30,YOUNG,1
ACC0000720,40,55,15,45,35,55,0,-20,MATURE,0
ACC0000721,75,-45,15,45,-20,5,-50,30,YOUNG,0
ACC0000722,75,-45,-35,45,10,55,40,30,MATURE,0
ACC0000723,75,-10,15,-40,10,-30,-50,-20,MATURE,0
ACC0000724,-25,25,-35,45,-20,-30,40,30,YOUNG,1
ACC0000725,40,55,15,45,65,55,40,30,MATURE,0
ACC0000726,75,-45,15,-40,-20,5,40,30,YOUNG,0
ACC0000727,-25,-45,50,-40,10,-30,0,30,YOUNG,0
ACC0000728,40,25,15,45,-20,5,40,30,MATURE,0
ACC0000729,10,-10,-35,-40,10,-30,40,-20,YOUNG,1
ACC0000730,40,-10,50,45,35,-30,-50,30,MATURE,0
ACC0000731,75,25,15,-40,-20,55,0,30,YOUNG,0
ACC0000732,-60,-45,-35,45,35,5,40,30,YOUNG,0
ACC0000733,40,25,-35,45,65,5,40,-20,MATURE,0
ACC0000734,-25,-45,-35,45,-20,5,40,30,YOUNG,1
ACC0000735,-25,25,15,-40,10,-30,0,30,YOUNG,0
ACC0000736,75,25,15,45,10,55,0,-20,MATURE,0
ACC0000737,75,25,15,45,35,5,40,30,MATURE,0
ACC0000738,10,25,-35,45,10,30,0,30,MATURE,0
ACC0000739,10,-45,15,-40,-55,5,-50,30,YOUNG,0
ACC0000740,10,-10,-35,-40,10,30,-50,30,YOUNG,0
ACC0000741,10,-10,-35,-40,-20,5,40,30,YOUNG,1
ACC0000742,40,-45,-35,-40,-20,5,40,-20,YOUNG,0
ACC0000743,-25,-10,-35,45,-20,-30,0,30,YOUNG,1
ACC0000744,75,-45,15,45,10,5,40,30,YOUNG,0
ACC0000745,10,-45,-35,45,65,-30,0,30,YOUNG,1
ACC0000746,40,25,15,45,35,55,-50,-20,MATURE,0
ACC0000747,-25,-10,50,45,35,5,0,30,MATURE,0
ACC0000748,40,-10,-35,-40,35,5,0,30,YOUNG,1
ACC0000749,75,55,50,-40,10,30,40,30,MATURE,0
ACC0000750,-25,55,-35,45,10,55,40,30,MATURE,0
ACC0000751,40,-45,15,-40,-55,30,0,30,YOUNG,1
ACC0000752,40,-45,50,45,-20,-30,0,30,YOUNG,0
ACC0000753,75,55,15,45,35,5,40,30,MATURE,0
ACC0000754,10,25,50,45,10,30,0,30,YOUNG,0
ACC0000755,-25,25,15,-40,-20,5,-50,30,YOUNG,0
ACC0000756,40,-10,50,-40,-55,5,40,-20,YOUNG,1
ACC0000757,40,55,15,45,35,30,40,-20,MATURE,0
ACC0000758,-25,25,15,45,-20,5,0,-20,MATURE,0
ACC0000759,10,-10,15,-40,35,-30,40,30,YOUNG,1
ACC0000760,75,-10,-35,45,10,-30,40,-20,MATURE,0
ACC0000761,75,-45,-35,-40,-20,-30,40,30,YOUNG,0
ACC0000762,75,25,15,45,-55,5,0,-20,YOUNG,0
ACC0000763,40,-45,50,-40,10,-30,-50,30,YOUNG,0
ACC0000764,10,55,15,-40,65,-30,0,30,MATURE,0
ACC0000765,10,-10,15,45,35,30,40,30,MATURE,0
ACC0000766,-25,-10,-35,-40,35,-30,0,-20,YOUNG,1
ACC0000767,40,25,50,45,35,-30,40,-20,MATURE,0
ACC0000768,10,-45,-35,45,10,30,40,30,YOUNG,1
ACC0000769,40,55,15,45,65,30,-50,-20,MATURE,0
ACC0000770,40,25,15,45,65,30,40,30,MATURE,0
ACC0000771,10,55,15,-40,-20,30,0,-20,MATURE,0
ACC0000772,40,55,50,45,35,30,0,-20,MATURE,0
ACC0000773,10,-45,-35,-40,35,-30,0,30,YOUNG,0
ACC0000774,10,25,-35,-40,10,5,40,30,YOUNG,0
ACC0000775,-25,55,-35,45,10,-30,0,30,YOUNG,0
ACC0000776,10,55,50,45,10,5,40,-20,MATURE,0
ACC0000777,40,55,15,45,65,5,40,-20,MATURE,0
ACC0000778,75,25,50,-40,35,5,-50,30,MATURE,0
ACC0000779,10,55,-35,45,-20,5,40,-20,MATURE,0
ACC0000780,10,-45,15,-40,-55,-30,-50,30,YOUNG,0
ACC0000781,-60,25,15,45,35,5,0,-20,MATURE,0
ACC0000782,10,-10,-35,45,-20,5,-50,30,YOUNG,1
ACC0000783,-25,-45,-35,45,35,55,40,-20,YOUNG,0
ACC0000784,75,55,-35,45,10,5,0,30,MATURE,0
ACC0000785,10,-45,15,45,10,-30,-50,-20,YOUNG,0
ACC0000786,-25,-45,-35,45,-20,5,0,30,YOUNG,1
ACC0000787,-25,25,15,45,-20,5,0,-20,YOUNG,0
ACC0000788,40,55,15,45,10,5,40,-20,MATURE,0
ACC0000789,-25,25,15,-40,35,5,40,30,MATURE,0
ACC0000790,40,25,-35,-40,10,-30,0,30,YOUNG,0
ACC0000791,40,-45,-35,45,-55,-30,40,30,YOUNG,1
ACC0000792,-25,55,15,-40,-20,55,-50,30,YOUNG,0
ACC0000793,10,25,-35,-40,35,-30,0,30,YOUNG,1
ACC0000794,40,25,15,-40,10,30,0,30,YOUNG,0
ACC0000795,75,25,-35,45,10,5,40,30,MATURE,0
ACC0000796,-25,-10,50,45,-20,55,0,30,MATURE,0
ACC0000797,10,-45,-35,45,35,30,40,30,YOUNG,0
ACC0000798,40,-45,15,45,-55,-30,0,30,YOUNG,0
ACC0000799,10,-10,15,45,-20,-30,40,30,YOUNG,0
ACC0000800,10,55,50,-40,10,5,40,-20,MATURE,0
ACC0000801,75,25,50,45,10,-30,40,-20,MATURE,0
ACC0000802,40,-45,-35,-40,-20,-30,40,-20,YOUNG,0
ACC0000803,10,25,-35,-40,10,-30,-50,30,YOUNG,1
ACC0000804,10,25,-35,-40,-20,5,40,30,MATURE,0
ACC0000805,75,-10,15,-40,35,5,40,30,MATURE,0
ACC0000806,40,-10,-35,-40,-20,5,0,-20,YOUNG,0
ACC0000807,75,25,50,-40,-55,-30,0,-20,YOUNG,0
ACC0000808,10,55,15,45,10,55,0,-20,YOUNG,0
ACC0000809,40,-10,-35,-40,65,-30,40,30,YOUNG,0
ACC0000810,40,-45,15,-40,-20,5,40,30,YOUNG,0
ACC0000811,40,-45,15,45,65,5,0,30,YOUNG,0
ACC0000812,-25,25,50,-40,65,5,0,30,MATURE,0
ACC0000813,10,-10,-35,-40,-55,5,-50,30,YOUNG,1
ACC0000814,10,-10,15,-40,-55,30,40,30,YOUNG,1
ACC0000815,10,25,15,45,10,5,-50,-20,MATURE,0
ACC0000816,75,55,50,45,65,5,40,30,MATURE,0
ACC0000817,40,-45,-35,-40,10,5,0,30,YOUNG,0
ACC0000818,75,55,15,45,65,-30,0,30,MATURE,0
ACC0000819,-60,-45,15,-40,10,-30,40,30,YOUNG,0
ACC0000820,-60,25,15,45,-55,-30,0,30,YOUNG,0
ACC0000821,40,-10,15,45,10,55,0,30,MATURE,0
ACC0000822,-25,25,-35,-40,-55,5,40,30,YOUNG,1
ACC0000823,40,-10,-35,45,-20,-30,-50,30,YOUNG,0
ACC0000824,75,25,-35,-40,35,30,0,30,MATURE,0
ACC0000825,40,-45,15,-40,10,-30,40,30,YOUNG,1
ACC0000826,40,-45,15,-40,35,5,0,30,YOUNG,0
ACC0000827,75,-10,50,45,10,30,-50,-20,YOUNG,0
ACC0000828,40,-10,-35,45,-20,30,0,30,YOUNG,0
ACC0000829,10,-10,-35,-40,-20,-30,40,30,YOUNG,1
ACC0000830,-25,-10,-35,45,65,-30,-50,30,YOUNG,0
ACC0000831,75,-45,50,45,35,55,-50,30,YOUNG,0
ACC0000832,75,25,15,-40,35,30,40,-20,MATURE,0
