account_id,payment_history,credit_utilization,account_tenure,monthly_income,num_credit_lines,recent_inquiries,segment,target
ACC0000468,10,5,30,10,-40,45,CONSUMER,0
ACC0000469,10,35,5,10,-40,15,CONSUMER,1
ACC0000470,-25,35,-50,35,-10,45,CONSUMER,0
ACC0000471,-60,-30,5,35,20,15,CONSUMER,1
ACC0000472,75,5,30,60,40,15,CONSUMER,0
ACC0000473,10,65,5,-20,40,15,CONSUMER,0
ACC0000474,10,5,55,10,40,15,SME,0
ACC0000475,10,5,55,10,-10,45,CONSUMER,0
ACC0000476,10,-55,5,60,-10,-15,CONSUMER,1
ACC0000477,10,5,-35,-20,20,45,CONSUMER,0
ACC0000478,10,35,55,10,20,15,SME,0
ACC0000479,10,5,30,10,40,45,CONSUMER,0
ACC0000480,-60,5,-35,-45,40,45,CONSUMER,0
ACC0000481,75,5,55,-45,-10,-15,CONSUMER,0
ACC0000482,10,5,55,10,20,45,CONSUMER,0
ACC0000483,10,65,-50,-20,40,-45,CONSUMER,0
ACC0000484,40,65,-35,-20,-10,-45,CONSUMER,0
ACC0000485,10,5,-35,35,-10,45,CONSUMER,0
ACC0000486,10,5,5,-20,-40,45,CONSUMER,1
ACC0000487,40,35,30,10,-40,-45,CONSUMER,1
ACC0000488,-60,5,5,35,20,-45,CONSUMER,1
ACC0000489,-25,35,30,60,-10,-15,CONSUMER,0
ACC0000490,10,-55,-35,35,-10,15,CONSUMER,0
ACC0000491,10,-30,5,-45,20,-15,CONSUMER,1
ACC0000492,-25,65,5,10,-40,15,SME,0
ACC0000493,10,65,55,60,20,15,SME,0
ACC0000494,75,5,30,35,-10,15,ENTERPRISE,1
ACC0000495,40,5,55,60,-10,15,CONSUMER,0
ACC0000496,-60,65,55,-45,-40,-15,CONSUMER,1
ACC0000497,75,35,-50,35,20,-15,CONSUMER,0
ACC0000498,75,-30,30,-45,-40,-45,CONSUMER,0
ACC0000499,40,35,-35,10,-10,-15,CONSUMER,0
ACC0000500,40,65,-35,35,20,45,CONSUMER,0
ACC0000501,-60,5,-35,-45,40,45,CONSUMER,0
ACC0000502,10,-55,-35,35,40,-15,CONSUMER,0
ACC0000503,-60,5,55,60,20,-45,CONSUMER,0
ACC0000504,10,-30,30,10,20,15,CONSUMER,0
ACC0000505,40,-30,5,10,20,-15,CONSUMER,0
ACC0000506,40,-30,-50,-20,-10,15,CONSUMER,0
ACC0000507,40,5,5,35,20,15,CONSUMER,0
ACC0000508,10,35,-35,-20,20,-15,ENTERPRISE,0
ACC0000509,10,65,5,35,20,-15,CONSUMER,0
ACC0000510,10,5,-35,10,-10,-15,CONSUMER,1
ACC0000511,75,-30,30,60,-10,-45,CONSUMER,0
ACC0000512,-25,5,5,10,-40,45,CONSUMER,1
ACC0000513,-25,5,-35,10,-10,15,SME,0
ACC0000514,-25,35,5,-45,-10,45,CONSUMER,0
ACC0000515,-25,5,-50,60,-10,15,CONSUMER,0
ACC0000516,75,65,-35,-20,20,15,CONSUMER,0
ACC0000517,40,65,-35,-20,-40,15,CONSUMER,0
ACC0000518,10,35,30,-45,-10,-45,CONSUMER,0
ACC0000519,40,-30,30,35,20,-15,CONSUMER,0
ACC0000520,75,5,30,-20,-10,-45,CONSUMER,0
ACC0000521,-25,35,-35,10,-10,-45,CONSUMER,0
ACC0000522,10,65,5,35,20,15,CONSUMER,0
ACC0000523,40,-30,55,10,40,45,CONSUMER,0
ACC0000524,75,5,55,10,-10,15,CONSUMER,0
ACC0000525,75,35,5,-45,20,-15,CONSUMER,0
ACC0000526,75,5,55,-20,-10,-15,CONSUMER,0
ACC0000527,10,35,-50,10,-10,-15,CONSUMER,0
ACC0000528,-25,35,5,10,-40,45,CONSUMER,0
ACC0000529,-25,-30,-35,10,20,15,CONSUMER,0
ACC0000530,-60,-30,30,-45,20,15,CONSUMER,0
ACC0000531,40,35,5,-45,-40,-15,CONSUMER,0
ACC0000532,40,35,30,-20,-10,-15,CONSUMER,0
ACC0000533,10,35,30,60,-10,-15,CONSUMER,0
ACC0000534,40,35,30,35,-40,15,ENTERPRISE,0
ACC0000535,10,5,-35,-20,20,45,CONSUMER,1
ACC0000536,-60,35,30,10,-40,-45,SME,0
ACC0000537,-25,5,5,60,-40,15,SME,0
ACC0000538,-60,65,-35,60,-40,15,CONSUMER,0
ACC0000539,-60,5,5,35,-40,45,CONSUMER,0
ACC0000540,10,5,5,35,-10,-15,SME,1
ACC0000541,10,35,30,-45,20,-15,SME,0
ACC0000542,40,-55,-50,10,-40,15,CONSUMER,0
ACC0000543,10,-30,55,10,-40,15,SME,0
ACC0000544,-60,5,5,35,20,-15,CONSUMER,0
ACC0000545,-25,-30,5,10,20,-15,CONSUMER,0
ACC0000546,10,-55,30,35,-40,-15,SME,0
ACC0000547,-60,5,-35,-45,-10,-15,CONSUMER,1
ACC0000548,-25,5,55,-45,20,15,SME,0
ACC0000549,75,5,5,10,20,-45,SME,0
ACC0000550,10,-30,5,10,-10,15,CONSUMER,0
ACC0000551,10,5,30,-20,-10,-45,CONSUMER,1
ACC0000552,40,-30,-35,-45,40,15,SME,0
ACC0000553,40,5,30,60,-40,-45,CONSUMER,0
ACC0000554,-25,5,55,35,-10,15,CONSUMER,0
ACC0000555,40,35,5,35,-10,-15,SME,0
ACC0000556,10,65,30,-20,-40,-15,CONSUMER,1
ACC0000557,-25,-30,-50,-20,20,-15,CONSUMER,0
ACC0000558,-25,-55,30,10,-40,-15,SME,0
ACC0000559,10,35,5,10,40,-15,SME,0
ACC0000560,-25,65,5,10,40,-45,CONSUMER,1
ACC0000561,40,-55,30,-20,20,15,ENTERPRISE,0
ACC0000562,75,5,55,10,-10,-15,CONSUMER,0
ACC0000563,75,65,-35,35,-10,15,CONSUMER,0
ACC0000564,10,-30,55,-45,40,-15,ENTERPRISE,0
ACC0000565,10,5,30,-20,-10,-15,ENTERPRISE,0
ACC0000566,-60,5,5,-20,-10,-15,CONSUMER,0
ACC0000567,40,35,30,10,20,-15,CONSUMER,1
ACC0000568,-25,5,-35,35,-10,45,CONSUMER,0
ACC0000569,75,-55,30,60,20,-15,CONSUMER,0
ACC0000570,-60,-55,-35,60,-10,45,CONSUMER,0
ACC0000571,40,35,55,60,-40,15,CONSUMER,1
ACC0000572,10,-30,5,10,-10,15,SME,0
ACC0000573,-25,-30,55,35,-40,-15,SME,0
ACC0000574,-25,5,-35,60,40,45,CONSUMER,1
ACC0000575,-60,-55,5,-20,40,45,SME,1
ACC0000576,40,65,30,-20,40,-45,CONSUMER,0
ACC0000577,-25,5,-35,-45,-40,-45,ENTERPRISE,0
ACC0000578,-25,5,30,60,-40,-15,SME,0
ACC0000579,10,35,5,35,20,-15,CONSUMER,1
ACC0000580,40,-30,30,-20,20,-15,SME,0
ACC0000581,10,5,5,-20,20,15,CONSUMER,0
ACC0000582,40,-30,-35,10,-40,-15,CONSUMER,0
ACC0000583,40,65,-50,35,40,-45,CONSUMER,0
ACC0000584,40,5,-35,10,-10,-45,CONSUMER,0
ACC0000585,-60,-30,30,60,20,45,CONSUMER,0
ACC0000586,-25,-30,-35,10,-10,15,CONSUMER,0
ACC0000587,-60,5,55,-45,20,-45,CONSUMER,0
ACC0000588,-60,35,55,10,-40,-15,CONSUMER,0
ACC0000589,-25,5,30,-20,-10,-15,CONSUMER,0
ACC0000590,-25,-30,-35,60,-10,-15,CONSUMER,1
ACC0000591,40,35,-35,10,-10,-45,CONSUMER,0
ACC0000592,40,-55,30,10,40,-15,CONSUMER,0
ACC0000593,-60,-30,30,-20,-40,-15,CONSUMER,1
ACC0000594,-60,-30,5,-20,-40,15,ENTERPRISE,0
ACC0000595,-60,5,-35,35,40,15,CONSUMER,0
ACC0000596,10,5,-35,60,-10,-15,SME,0
ACC0000597,10,5,30,-20,20,-15,CONSUMER,0
ACC0000598,40,-55,-35,10,40,45,CONSUMER,1
ACC0000599,-25,5,-35,35,-10,-15,CONSUMER,0
ACC0000600,40,-55,-35,-45,-40,15,CONSUMER,0
ACC0000601,40,35,-35,35,40,45,CONSUMER,0
ACC0000602,10,5,55,-20,-10,-15,CONSUMER,0
ACC0000603,10,35,5,-20,40,-15,ENTERPRISE,0
ACC0000604,40,35,5,60,-40,-45,CONSUMER,0
ACC0000605,75,5,-35,60,-40,-45,CONSUMER,0
ACC0000606,40,5,5,35,40,-15,CONSUMER,0
ACC0000607,-60,5,-50,60,40,-15,CONSUMER,0
ACC0000608,75,5,-35,35,20,15,CONSUMER,0
ACC0000609,-25,5,-35,60,-10,-15,ENTERPRISE,0
ACC0000610,75,-30,55,-45,-10,-45,CONSUMER,0
ACC0000611,40,-55,5,-20,-10,-15,CONSUMER,0
ACC0000612,-25,-30,-35,10,-10,15,CONSUMER,0
ACC0000613,10,35,30,35,20,-45,CONSUMER,0
ACC0000614,75,65,55,10,20,15,CONSUMER,0
ACC0000615,40,-30,30,-45,-40,45,CONSUMER,0
ACC0000616,40,5,5,35,40,45,CONSUMER,1
ACC0000617,75,5,30,-45,-10,-45,CONSUMER,0
ACC0000618,40,-30,-35,10,-40,15,CONSUMER,0
ACC0000619,75,35,-50,10,20,-15,CONSUMER,0
ACC0000620,40,35,30,10,20,-45,CONSUMER,0
ACC0000621,75,35,30,60,-10,15,CONSUMER,0
ACC0000622,40,35,5,35,40,-15,CONSUMER,0
ACC0000623,40,35,5,10,40,-15,SME,0
ACC0000624,40,5,-35,10,-40,15,CONSUMER,0
ACC0000625,75,35,30,10,20,45,CONSUMER,0
ACC0000626,40,-55,5,60,-40,-45,SME,1
ACC0000627,10,5,55,10,-10,15,CONSUMER,0
ACC0000628,-60,35,30,10,20,45,CONSUMER,0
ACC0000629,10,5,5,-45,-10,15,CONSUMER,0
ACC0000630,10,65,30,-20,40,45,CONSUMER,0
ACC0000631,-25,5,5,-20,-10,45,CONSUMER,0
ACC0000632,10,35,30,35,20,15,CONSUMER,0
ACC0000633,75,35,5,10,20,-15,CONSUMER,0
ACC0000634,10,5,55,10,-10,-45,CONSUMER,0
ACC0000635,40,35,5,-20,-10,15,SME,0
ACC0000636,10,-30,55,-20,20,-15,SME,0
ACC0000637,-60,5,5,10,-40,-45,CONSUMER,0
ACC0000638,10,35,-50,60,40,-15,CONSUMER,0
ACC0000639,-25,35,30,60,-40,15,CONSUMER,0
ACC0000640,40,35,5,10,-10,-15,CONSUMER,0
ACC0000641,-25,-30,5,35,-40,-15,CONSUMER,0
ACC0000642,-60,5,-35,-45,-40,-45,CONSUMER,0
ACC0000643,40,65,30,10,-10,-45,SME,0
ACC0000644,10,-30,30,35,-40,15,CONSUMER,0
ACC0000645,-25,-30,55,10,20,15,CONSUMER,1
ACC0000646,-25,-30,-35,10,-10,-15,CONSUMER,0
ACC0000647,75,-55,-35,10,-10,15,SME,0
ACC0000648,-25,-30,-35,10,-40,15,CONSUMER,0
ACC0000649,10,65,5,10,-40,45,CONSUMER,0
ACC0000650,40,-55,5,-20,40,45,CONSUMER,0
ACC0000651,-25,65,-35,60,20,-15,CONSUMER,0
ACC0000652,-25,65,5,-20,20,15,SME,0
ACC0000653,10,35,30,10,40,-15,CONSUMER,0
ACC0000654,-25,65,-50,-45,-40,-15,CONSUMER,0
ACC0000655,40,65,30,-45,40,45,ENTERPRISE,0
ACC0000656,40,65,-35,-20,20,-45,ENTERPRISE,0
ACC0000657,-60,5,55,60,20,-15,CONSUMER,0
ACC0000658,75,5,5,-20,-40,-45,SME,0
ACC0000659,-60,-55,5,10,-40,-45,CONSUMER,0
ACC0000660,75,5,5,-45,40,-15,CONSUMER,0
ACC0000661,10,5,5,35,20,-45,CONSUMER,0
ACC0000662,75,35,55,10,-40,45,CONSUMER,0
ACC0000663,10,5,5,10,20,-15,CONSUMER,0
ACC0000664,40,65,-50,-20,-10,-15,CONSUMER,0
ACC0000665,75,5,-50,-45,20,-15,CONSUMER,0
ACC0000666,40,65,30,10,40,15,CONSUMER,0
ACC0000667,10,65,-50,35,-40,15,CONSUMER,0
ACC0000668,-25,35,55,35,20,-15,CONSUMER,0
ACC0000669,-25,5,55,60,-10,15,CONSUMER,1
ACC0000670,10,65,5,10,-10,15,CONSUMER,0
ACC0000671,10,35,5,60,-40,45,SME,0
ACC0000672,40,-30,5,35,-40,45,SME,0
ACC0000673,10,35,-35,-20,-40,-15,CONSUMER,0
ACC0000674,10,65,30,60,-40,15,CONSUMER,0
ACC0000675,10,5,-50,10,-10,-15,SME,1
ACC0000676,40,35,30,60,-40,45,SME,0
ACC0000677,40,35,-50,35,40,15,CONSUMER,0
ACC0000678,-25,35,-35,10,-40,-45,CONSUMER,0
ACC0000679,-25,35,5,-45,-40,15,CONSUMER,0
ACC0000680,10,-55,-35,-20,-40,15,CONSUMER,0
ACC0000681,75,-30,30,-20,40,-15,CONSUMER,0
ACC0000682,75,-55,-35,35,40,-45,CONSUMER,0
ACC0000683,40,65,5,35,-10,45,CONSUMER,0
ACC0000684,-60,5,5,60,20,45,CONSUMER,0
ACC0000685,75,5,5,-45,20,15,CONSUMER,0
ACC0000686,10,-55,5,10,-10,15,SME,1
ACC0000687,-25,5,30,35,-10,-15,CONSUMER,0
ACC0000688,-25,5,5,10,-40,-45,CONSUMER,0
ACC0000689,10,-55,5,-20,-10,45,SME,0
ACC0000690,40,65,30,-20,-40,-15,CONSUMER,0
ACC0000691,40,5,30,60,-10,-15,SME,0
ACC0000692,75,65,30,35,-10,-15,CONSUMER,0
ACC0000693,-60,65,5,35,-10,-45,CONSUMER,0
ACC0000694,10,5,5,60,20,45,CONSUMER,0
ACC0000695,10,5,5,10,20,15,ENTERPRISE,0
ACC0000696,10,5,5,35,-10,-15,CONSUMER,0
ACC0000697,-25,-30,55,-20,-10,-15,CONSUMER,0
ACC0000698,-25,35,30,60,-10,15,CONSUMER,0
ACC0000699,-60,5,-35,35,20,15,SME,0
ACC0000700,10,5,-35,60,-10,15,CONSUMER,0
ACC0000701,10,65,55,10,-10,15,CONSUMER,0
ACC0000702,10,5,5,-20,-40,-45,SME,0
ACC0000703,40,35,5,10,-10,-15,CONSUMER,1
ACC0000704,75,-55,-35,60,-10,15,SME,0
ACC0000705,-60,5,5,-20,-40,-15,CONSUMER,0
ACC0000706,10,-30,-50,-45,-10,15,SME,1
ACC0000707,40,5,-35,10,20,-45,CONSUMER,1
ACC0000708,40,35,30,35,-10,15,CONSUMER,0
ACC0000709,10,35,5,-20,-10,-15,CONSUMER,0
ACC0000710,40,5,55,-20,-10,15,CONSUMER,0
ACC0000711,-60,35,55,35,-10,45,SME,0
ACC0000712,10,35,30,-20,40,-45,CONSUMER,0
ACC0000713,-25,65,5,-20,-40,45,CONSUMER,0
ACC0000714,-25,35,5,60,40,-15,CONSUMER,0
ACC0000715,-25,-30,55,-20,20,-45,CONSUMER,0
ACC0000716,-25,35,55,35,-10,45,CONSUMER,0
ACC0000717,-25,-30,-50,60,-10,-15,CONSUMER,1
ACC0000718,10,-30,-35,-20,40,-45,CONSUMER,0
ACC0000719,10,5,5,10,-40,-15,CONSUMER,0
ACC0000720,10,65,55,60,20,-45,ENTERPRISE,0
ACC0000721,75,35,30,35,-10,15,SME,0
ACC0000722,-60,5,5,-20,-40,45,CONSUMER,0
ACC0000723,75,35,30,10,20,45,CONSUMER,0
ACC0000724,10,-30,55,60,-40,15,CONSUMER,1
ACC0000725,10,5,30,-20,-40,-45,ENTERPRISE,0
ACC0000726,10,-30,5,35,-10,15,CONSUMER,0
ACC0000727,-60,5,5,10,20,-15,CONSUMER,1
ACC0000728,40,35,-35,10,20,-15,CONSUMER,0
ACC0000729,-25,35,5,10,-10,-15,CONSUMER,0
ACC0000730,-25,65,30,35,-10,15,CONSUMER,0
ACC0000731,10,35,55,10,-40,15,ENTERPRISE,0
ACC0000732,10,-30,-35,35,-10,15,CONSUMER,0
ACC0000733,40,5,5,35,-10,15,CONSUMER,0
ACC0000734,10,-30,55,-45,-10,45,SME,0
ACC0000735,-25,5,5,10,-40,-45,CONSUMER,0
ACC0000736,10,65,5,35,-10,-45,CONSUMER,0
ACC0000737,-25,5,-35,35,-40,-15,CONSUMER,0
ACC0000738,40,5,30,60,-10,45,CONSUMER,0
ACC0000739,-60,-30,55,-45,-10,45,CONSUMER,0
ACC0000740,-60,5,5,35,40,-15,SME,1
ACC0000741,-25,5,-35,10,-10,45,CONSUMER,0
ACC0000742,10,-30,5,10,40,-15,CONSUMER,0
ACC0000743,10,35,-35,35,-40,-45,CONSUMER,0
ACC0000744,75,-30,30,35,-10,-15,CONSUMER,0
ACC0000745,10,65,-50,10,-10,-15,CONSUMER,0
ACC0000746,10,-55,30,10,-10,-15,CONSUMER,1
ACC0000747,75,35,55,60,-40,-45,CONSUMER,0
ACC0000748,-25,-30,30,-45,20,-15,CONSUMER,0
ACC0000749,10,5,-35,35,-10,15,CONSUMER,0
ACC0000750,-25,-30,5,35,-10,-15,SME,0
ACC0000751,40,5,5,10,20,15,SME,0
ACC0000752,40,-30,5,35,20,-45,CONSUMER,0
ACC0000753,10,5,30,35,20,-15,CONSUMER,1
ACC0000754,-25,5,55,60,20,-15,SME,0
ACC0000755,75,5,5,35,-10,-15,CONSUMER,0
ACC0000756,-60,-55,-35,-20,40,15,CONSUMER,0
ACC0000757,10,35,5,-20,20,-45,CONSUMER,0
ACC0000758,10,5,55,-20,20,-45,CONSUMER,0
ACC0000759,-25,-30,30,-20,-40,15,CONSUMER,0
ACC0000760,75,5,-35,10,20,-45,SME,1
ACC0000761,-25,35,5,10,-10,-45,CONSUMER,0
ACC0000762,-25,35,-35,35,40,-15,CONSUMER,0
ACC0000763,-25,65,30,10,20,15,CONSUMER,0
ACC0000764,10,35,5,-20,-10,-15,CONSUMER,0
ACC0000765,-25,-55,30,-45,40,-15,CONSUMER,1
ACC0000766,10,65,-35,-45,20,-15,SME,0
ACC0000767,40,5,30,-20,40,-45,CONSUMER,0
ACC0000768,40,-30,30,10,-10,-45,CONSUMER,0
ACC0000769,75,35,5,60,-10,-15,CONSUMER,0
ACC0000770,40,5,5,60,20,-45,CONSUMER,0
ACC0000771,-25,-30,55,-45,-10,-15,SME,1
ACC0000772,-25,65,5,10,-10,-15,CONSUMER,0
ACC0000773,40,35,-35,35,-10,15,SME,0
ACC0000774,10,5,5,10,-10,-15,CONSUMER,0
ACC0000775,10,-30,55,60,20,-15,CONSUMER,0
ACC0000776,75,-55,30,35,20,45,CONSUMER,0
ACC0000777,75,-30,-35,35,20,45,CONSUMER,1
ACC0000778,40,35,30,-20,40,-45,CONSUMER,0
ACC0000779,10,35,5,35,-10,-15,SME,0
ACC0000780,10,35,30,60,-10,15,CONSUMER,0
ACC0000781,40,5,30,10,20,45,CONSUMER,1
ACC0000782,40,5,-35,35,40,-15,CONSUMER,0
ACC0000783,40,5,-35,-45,-40,-15,ENTERPRISE,0
ACC0000784,-25,-30,55,10,-10,15,CONSUMER,0
ACC0000785,10,35,30,10,-10,-45,ENTERPRISE,0
ACC0000786,40,35,5,-45,20,15,CONSUMER,0
ACC0000787,-25,35,-50,-20,20,15,SME,1
ACC0000788,10,35,5,35,20,-15,CONSUMER,0
ACC0000789,75,35,55,10,-10,-15,CONSUMER,0
ACC0000790,10,-30,5,-20,-10,45,CONSUMER,0
ACC0000791,-60,35,30,60,20,15,CONSUMER,0
ACC0000792,10,35,5,60,20,15,SME,0
ACC0000793,10,-55,5,-20,-40,-45,SME,0
ACC0000794,75,-55,-35,10,20,-15,CONSUMER,1
ACC0000795,-25,-55,-50,-20,-40,15,CONSUMER,0
ACC0000796,10,-30,55,35,-40,15,CONSUMER,0
ACC0000797,10,5,-50,-20,-10,-45,CONSUMER,1
ACC0000798,10,65,5,-20,-10,-15,SME,0
ACC0000799,-60,35,30,60,-40,-15,CONSUMER,0
ACC0000800,-60,5,30,10,-10,45,CONSUMER,1
ACC0000801,-25,35,5,10,-10,15,CONSUMER,0
ACC0000802,-25,-55,-35,-20,-10,15,SME,0
ACC0000803,40,-30,55,35,-40,-45,CONSUMER,0
ACC0000804,75,35,5,-45,-10,-15,CONSUMER,0
ACC0000805,10,-55,5,35,20,-15,CONSUMER,0
ACC0000806,40,5,55,-20,-10,-15,CONSUMER,0
ACC0000807,40,-30,-35,10,40,-45,CONSUMER,0
ACC0000808,10,65,-35,35,40,15,CONSUMER,0
ACC0000809,-25,5,5,35,-10,15,CONSUMER,0
ACC0000810,-25,-55,5,35,20,-15,CONSUMER,0
ACC0000811,-60,5,55,-20,-10,-15,CONSUMER,0
ACC0000812,10,-30,-35,-20,-40,-15,CONSUMER,0
ACC0000813,40,-30,-50,10,40,-45,CONSUMER,1
ACC0000814,75,-55,5,-20,20,45,SME,0
ACC0000815,40,-55,30,60,40,-45,SME,0
ACC0000816,-25,5,55,35,-40,-15,CONSUMER,0
ACC0000817,-25,65,5,35,40,-15,CONSUMER,0
ACC0000818,-60,35,30,60,-10,-15,CONSUMER,0
ACC0000819,-25,-55,5,-20,40,-15,SME,1
ACC0000820,-25,5,-35,35,40,-15,CONSUMER,0
ACC0000821,75,5,5,10,40,15,CONSUMER,0
ACC0000822,10,5,55,10,-40,-15,CONSUMER,0
ACC0000823,40,35,55,-20,-10,-45,SME,0
ACC0000824,10,5,-35,60,-40,-45,CONSUMER,0
ACC0000825,75,35,30,10,40,15,CONSUMER,0
ACC0000826,10,35,-35,-45,20,15,SME,0
ACC0000827,-25,35,30,35,20,45,CONSUMER,0
ACC0000828,40,5,-35,60,-40,45,CONSUMER,0
ACC0000829,-60,65,30,10,-10,-15,CONSUMER,0
ACC0000830,10,5,5,60,-10,-15,ENTERPRISE,0
ACC0000831,75,5,5,-20,-10,15,CONSUMER,0
ACC0000832,-25,-55,30,-20,20,15,CONSUMER,0
ACC0000833,-25,-30,30,-20,20,15,CONSUMER,1
ACC0000834,75,-30,5,35,40,-45,CONSUMER,0
ACC0000835,40,-30,55,-20,-10,15,CONSUMER,0
ACC0000836,75,-55,-50,10,20,-45,CONSUMER,0
ACC0000837,40,5,-50,10,40,45,CONSUMER,0
ACC0000838,40,-30,-50,10,-10,-15,CONSUMER,0
ACC0000839,75,-55,-35,10,40,-15,SME,1
ACC0000840,-60,5,5,60,-40,45,CONSUMER,0
ACC0000841,10,-55,5,10,-40,15,SME,0
ACC0000842,40,-55,30,35,-40,15,CONSUMER,0
ACC0000843,-60,35,-50,-20,-10,-15,CONSUMER,1
ACC0000844,40,5,55,60,-40,-15,CONSUMER,0
ACC0000845,-25,-30,-35,-20,-10,-45,SME,0
ACC0000846,10,35,55,35,-40,45,SME,0
ACC0000847,75,5,-50,10,-40,15,CONSUMER,0
ACC0000848,-25,-30,-50,35,20,-15,ENTERPRISE,1
ACC0000849,-60,35,55,60,20,-15,SME,0
ACC0000850,-25,35,30,10,20,45,CONSUMER,0
ACC0000851,40,-55,5,10,-40,45,CONSUMER,1
ACC0000852,75,35,5,-20,-10,-15,CONSUMER,0
ACC0000853,40,5,-50,-45,-10,-45,CONSUMER,0
ACC0000854,10,5,-35,10,-10,45,CONSUMER,0
ACC0000855,10,65,30,10,-40,15,CONSUMER,0
ACC0000856,-25,5,-50,10,40,15,CONSUMER,0
ACC0000857,40,35,5,10,-40,15,CONSUMER,0
ACC0000858,75,5,-50,35,-10,15,CONSUMER,0
ACC0000859,-25,35,-35,-20,20,15,CONSUMER,0
ACC0000860,40,35,5,10,40,-15,CONSUMER,0
ACC0000861,-25,5,55,60,-10,45,SME,1
ACC0000862,40,5,30,60,40,45,CONSUMER,0
ACC0000863,10,-55,-35,35,-10,15,SME,0
ACC0000864,10,-30,5,60,-10,-15,CONSUMER,1
ACC0000865,75,5,5,35,20,15,CONSUMER,0
ACC0000866,-25,35,5,60,20,45,CONSUMER,0
ACC0000867,-60,-30,55,10,20,45,SME,1
ACC0000868,-25,-30,-50,35,-40,15,CONSUMER,0
ACC0000869,10,5,55,35,20,-15,CONSUMER,0
ACC0000870,10,-55,55,35,20,15,CONSUMER,1
ACC0000871,10,35,-35,35,20,-45,SME,0
ACC0000872,40,5,5,60,40,-15,CONSUMER,0
ACC0000873,-25,5,30,35,-10,45,CONSUMER,0
ACC0000874,40,5,-35,35,20,15,CONSUMER,0
ACC0000875,75,5,5,10,-10,-45,SME,0
ACC0000876,40,-55,55,35,-40,-15,CONSUMER,0
ACC0000877,-60,35,5,10,-10,-15,CONSUMER,0
ACC0000878,-25,5,30,10,40,-15,CONSUMER,0
ACC0000879,-25,5,30,10,-10,45,SME,0
ACC0000880,-25,-30,55,10,-10,-45,CONSUMER,0
ACC0000881,-25,35,-35,10,40,15,CONSUMER,0
ACC0000882,-25,5,5,10,-10,15,CONSUMER,0
ACC0000883,10,5,5,60,20,-45,CONSUMER,0
ACC0000884,40,5,5,35,20,-45,CONSUMER,0
ACC0000885,-60,-55,55,10,-10,15,CONSUMER,0
ACC0000886,-25,35,30,10,20,15,CONSUMER,0
ACC0000887,-25,5,5,-20,-10,45,CONSUMER,0
ACC0000888,-25,5,-35,35,40,15,CONSUMER,1
ACC0000889,-60,35,-35,35,-40,-15,CONSUMER,0
ACC0000890,10,65,55,35,40,15,CONSUMER,0
ACC0000891,10,-55,30,35,20,15,CONSUMER,0
ACC0000892,10,5,5,35,20,-15,CONSUMER,0
ACC0000893,10,5,5,35,20,-45,SME,0
ACC0000894,75,-30,30,60,-10,45,CONSUMER,0
ACC0000895,75,5,-35,35,-40,-15,CONSUMER,0
ACC0000896,40,-30,-50,-20,40,15,SME,0
ACC0000897,-25,5,-35,35,-10,15,CONSUMER,0
ACC0000898,75,5,30,-20,-40,15,CONSUMER,0
ACC0000899,75,65,5,-45,-10,-15,CONSUMER,0
ACC0000900,-25,-30,30,35,20,15,CONSUMER,0
ACC0000901,-60,-30,30,60,20,-15,CONSUMER,0
ACC0000902,-25,-30,5,-20,40,45,CONSUMER,1
ACC0000903,10,5,30,35,-10,-15,CONSUMER,1
ACC0000904,75,-30,30,-45,-10,15,CONSUMER,0
ACC0000905,10,5,-50,10,20,-15,CONSUMER,0
ACC0000906,-25,35,5,35,20,-45,CONSUMER,0
ACC0000907,-60,5,30,-45,20,-45,CONSUMER,0
ACC0000908,10,-30,30,10,40,-15,CONSUMER,0
ACC0000909,40,35,5,-20,20,-15,CONSUMER,0
ACC0000910,-25,35,55,10,-40,-45,CONSUMER,0
ACC0000911,40,5,5,10,20,45,SME,0
ACC0000912,-60,-55,30,35,40,-45,CONSUMER,0
ACC0000913,10,5,5,10,40,-15,CONSUMER,0
ACC0000914,40,35,5,35,20,15,SME,0
ACC0000915,10,-30,5,35,-40,15,CONSUMER,0
ACC0000916,40,-55,55,-45,40,-15,CONSUMER,1
ACC0000917,10,65,5,10,40,-45,CONSUMER,0
ACC0000918,40,35,-35,-20,-10,45,CONSUMER,1
ACC0000919,10,35,-50,35,40,15,CONSUMER,0
ACC0000920,10,35,-35,10,-40,45,CONSUMER,0
ACC0000921,75,65,-50,35,-40,-45,CONSUMER,1
ACC0000922,-60,-30,30,-45,-10,45,CONSUMER,1
ACC0000923,10,-30,-35,35,-40,45,CONSUMER,0
ACC0000924,-25,35,-50,60,20,-15,SME,0
ACC0000925,40,-30,55,60,20,15,CONSUMER,0
ACC0000926,-25,5,5,60,20,45,CONSUMER,0
ACC0000927,-25,35,30,10,-10,-15,CONSUMER,0
ACC0000928,-25,-55,-35,10,-10,-45,CONSUMER,0
ACC0000929,40,5,55,-20,40,-45,CONSUMER,0
ACC0000930,75,5,5,10,20,15,CONSUMER,0
ACC0000931,10,5,-35,10,-10,15,SME,1
ACC0000932,10,35,30,35,-10,15,CONSUMER,0
ACC0000933,10,-55,55,10,20,15,ENTERPRISE,0
ACC0000934,40,-30,55,-20,20,-15,CONSUMER,0
ACC0000935,75,-30,-35,-20,-40,15,CONSUMER,1
ACC0000936,40,35,30,35,-10,15,SME,0
